msg:1	[title26][sentence]\n你幹嘛沒事找罪受，\n做這種缺德事？
quote:331	~我叫他安靜點，他理都不理。
quote:332	~他還問我是白肉還是黑肉。
quote:333	~要是讓我掙脫，我一定
quote:334	~把他扁到不成人形。
quote:335	謝了，老兄。要是你能把我
quote:336	~弄出這牢籠，我就能收拾那些
quote:337	~守衛跟她們那些破機器。
quote:338	快把我弄出去啦。
quote:339	回頭見。
quote:340	喂，兄弟！這邊上面！
quote:341	沒問題。
quote:342	太好了！你成功爬進通風管了！
quote:343	~現在去找找看力場的
quote:344	~控制裝置，把我弄出去！
quote:345	嗨！我叫雷克斯！
quote:346	哈囉？
quote:347	你……會……講……英文……嗎？
quote:348	小心點，上禮拜我們才
quote:349	因為那東西死了一個守衛。
quote:350	我會小心的，長官。
quote:351	那麼，你有沒有
quote:352	~心臟病史？
quote:353	那麼，我再問一次，
quote:354	~你有沒有心臟病史？
quote:355	那麼，這是最後一次問，
quote:356	~你到底有沒有心臟病史？
quote:357	有，心臟有點雜音。
quote:358	沒有，這顆老心臟勇得很。
quote:359	不知道欸，妳自己檢查看看啊。
quote:360	呃，我認識個臍帶星九號來的辣妹……
quote:361	真的啦！那辣妹超麻煩一個的！
quote:362	老實說，她長得跟妳有夠像……
quote:363	啊——你的腎臟
quote:364	~或肝臟有什麼毛病嗎？
quote:365	我再問一次，
quote:366	~你的腎臟或肝臟有問題嗎？
quote:367	這是最後一次問，
quote:368	~你到底腎臟或肝臟有沒有問題？
quote:369	有，還不少。
quote:370	沒有，至少我不知道。
quote:371	我不記得了。
quote:372	妳是醫生，妳應該比我清楚。
quote:373	去跳海啦。
quote:374	少囉唆，滾啦！
quote:375	你的肚臍
quote:376	~是凹的還是凸的？
quote:377	我再問一次，
quote:378	~你的肚臍是凹的還是凸的？
quote:379	這是最後一次問，
quote:380	~你的肚臍到底是凹是凸？
quote:381	凹的。
quote:382	凸的，還挺自豪的咧！
quote:383	忘了，來看看吧。
quote:384	算了，我什麼都不說。
quote:385	我還是什麼都不說。
quote:386	給我去坐旗桿啦！！
quote:387	好啦，『哈囉，棒子先生。』滿意了嗎？
quote:388	啊——謝謝你的
quote:389	~配合。
quote:390	我是史萊奇醫師，現在要開始
quote:391	~一連串的問題。你如果配合，
quote:392	~事情會很輕鬆；如果不配合，
quote:393	~嘛……那就會更好玩一點。
quote:394	歡迎回來。我要再問你一次，
quote:395	~一連串的問題。
quote:396	不好意思。
quote:397	嗨。
quote:398	咳咳。
quote:399	什麼？
quote:400	嘿！別碰那個！
quote:401	我在哪裡？
quote:402	檢查！？什麼檢查？
quote:403	種畜？聽起來也沒那麼糟嘛。
quote:404	你們要我幹嘛？
quote:405	『錯體機』到底是什麼東西？
quote:406	男人都跑哪去了？
quote:407	那『變體人』又是什麼？
quote:408	妳是誰？
quote:409	可以幫我鬆綁嗎？
quote:410	妳知道那個珍貴花瓶的事嗎？
quote:411	可以跟我說說這些藝術收藏嗎？
quote:412	算了。
quote:413	（作弊選項）。
quote:414	你現在人在我們的醫療設施裡，
quote:415	~等著接受檢查。
quote:416	我們得先確認，你的基因
quote:417	~夠不夠資格跟我們混種。
quote:418	~及格的話，你就去當種畜；
quote:419	~不及格的話，
quote:420	~你就去當肥料。
quote:421	你大概會滿享受的。不過
quote:422	~第六百次到第八百次之間，
quote:423	~可能會有點不太舒服。
quote:424	~當然，第二天更慘。
quote:425	因為我們得延續種族。
quote:426	~既然這裡沒有男人，
quote:427	~我們就只能動用
quote:428	~那台可怕的錯體機，
quote:429	~不然就抓像你這種
quote:430	~偶爾出現的外地人。
quote:431	那是一台能把使用者
quote:432	~性別轉換的機器。用它
quote:433	~等於是自貶身分，但這是
quote:434	~延續種族唯一的辦法。
quote:435	~只可惜藥效退得毫無
quote:436	~規律，所以偶爾會出現
quote:437	~一些尷尬的場面。
quote:438	他們在我們打贏那場
quote:439	~『性別大戰』之後全死光了。
quote:440	~多虧了錯體機，我們
quote:441	~再也不需要他們那些骯髒東西。
quote:442	~當然，像你這種寵物，偶爾還是有點用處。
quote:443	『變體人』是村民對
quote:444	~被錯體機轉換過性別的
quote:445	~守護者的稱呼。他們看不起
quote:446	~我們的機器，還怪我們害
quote:447	~男人絕跡，但他們也有他們的用處。
quote:448	我是史萊奇醫師的助手，
quote:449	~負責幫她準備銳利的器械，
quote:450	~還要收拾她『檢查』完的
quote:451	~爛攤子。這工作挺有趣的，
quote:452	~我很少有機會跟『真男人』說話。
quote:453	抱歉，這個我沒辦法。
quote:454	~雖然我也很想，但你是病人，
quote:455	~我們得先幫你檢查完才行。
quote:456	花瓶？沒有，抱歉，
quote:457	~我對藝術沒什麼研究。
quote:458	~可惜男人都死光了，聽說
quote:459	~他們以前把收藏藝術品
quote:460	~當身分象徵，越有錢收藏越誇張。
quote:461	我看起來像歷史老師嗎？
quote:462	~誰收藏過什麼我哪知道，
quote:463	~那是我出生前的事了。
quote:464	好啊。
quote:465	糟了，我猜又是
quote:466	~派羅教授在搞事。我最好
quote:467	~去看看發生什麼事，你留在這裡。
quote:468	不錯……
quote:469	才怪，才不好咧！
quote:470	真漂亮……
quote:471	嗨！我叫雷克斯！
quote:472	雷克斯？是喔。
quote:473	這名字取得還真有男子氣概。
quote:474	跟你聊天真是愉快啊！
quote:475	拜託，我只是想聊聊天而已。
quote:476	祝你有美好的一天……
quote:477	聽得懂我在講什麼嗎，齁？
quote:478	閃啦，辣妹！
quote:479	怎麼不搬張凳子坐？
quote:480	謝謝你
quote:481	幫我修好了，海爾嘉。
quote:482	要調酒
quote:483	還是要一整瓶？
quote:484	想喝點什麼？
quote:485	要喝啥？
quote:486	要我幫你調點什麼？
quote:487	不行，這款
quote:488	我不會調。
quote:489	蛤？！
quote:490	點個正常一點的吧。
quote:491	沒聽過這玩意兒。
quote:492	好，你要什麼？
quote:493	那要收你75凱德幣。
quote:494	付現，還是刷卡？
quote:495	現在又要幹嘛？
quote:496	洗碗？
quote:497	我們這裡不洗碗的。
quote:498	現在滾遠一點，你這個遊民！
quote:499	沒問題。
quote:500	什麼？！抱歉，
quote:501	我們這裡不接受以物易物。
quote:502	你到底要不要放棄啊？
quote:503	不收小玩意，付現或刷卡！
quote:504	好啦，隨便你。
quote:505	不行，一瓶那玩意
quote:506	應該夠你喝一個禮拜了，
quote:507	走開啦。
quote:508	我說了，走開！
quote:509	我沒差。
quote:510	有夠麻煩的。
quote:511	我最討厭這些
quote:512	三不五時就秀逗的機器了。
quote:513	才剛修好，
quote:514	馬上又壞給你看。
quote:515	可能還得
quote:516	再修一下才行。
quote:517	我這邊還有一長串
quote:518	故障傳送器的清單，
quote:519	得先
quote:520	修完那些才行。
quote:521	「抱歉啦，甜心，
quote:522	我不跳舞的。」
quote:523	「現在不是時候。」
quote:524	「別鬧了！」
quote:525	「噁！這張椅子上
quote:526	怎麼黏黏的！」
quote:527	「酒保！」
quote:528	「喂，酒保！」
quote:529	「要不要跳支舞啊，正妹？」
quote:530	「來嘛，跳恰恰！」
quote:531	「來搖擺一下吧！」
quote:532	「給我一杯調酒。」
quote:533	「好啦，那就給我一瓶。」
quote:534	「我要一杯『大鐵鎚』，像血腥瑪麗那攤調的一樣。
quote:535	「我要一杯『大鐵鎚』，
quote:536	像血腥瑪麗那攤調的一樣。」
quote:537	「給我一杯『火燒兔』。」
quote:538	「我要一杯『抹布特調』。」
quote:539	「給我來一杯『茅坑迷霧』。」
quote:540	「算了。」
quote:541	「來一杯加檸檬的『滴答痰盂』如何？」
quote:542	「來一杯加檸檬的
quote:543	『滴答痰盂』如何？」
quote:544	「我要一杯加冰塊的『火燒小貓』。」
quote:545	「我要一杯加冰塊的
quote:546	『火燒小貓』。」
quote:547	「給我一杯『嗑藥神父』。」
quote:548	「我要一杯純的『嘔吐物一灘』。」
quote:549	「我要一杯純的『嘔吐物
quote:550	一灘』。」
quote:551	「給我一杯『香脆青蛙』，骨頭別去掉。」
quote:552	「給我一杯『香脆青蛙』
quote:553	骨頭別去掉。」
quote:554	「我要來一杯加冰的『沙鼠果昔』。」
quote:555	「我要來一杯加冰的
quote:556	『沙鼠果昔』。」
quote:557	「來一杯『健忘跳傘客』正對胃口。」
quote:558	「來一杯『健忘跳傘客』
quote:559	正對胃口。」
quote:560	「我要一杯『熱騰騰大便』，麻煩搖勻，不要攪拌
quote:561	「我要一杯『熱騰騰大便』
quote:562	麻煩搖勻，不要攪拌。」
quote:563	「有金星白蘭地嗎？」
quote:564	「安多利亞魷魚膽汁如何？」
quote:565	「有崔布球果汁蒸餾伏特加嗎？」
quote:566	「給我來點哈利科特腎臟花蜜。」
quote:567	「不用了，謝謝。」
quote:568	「呃，我可以用洗碗抵帳嗎？」
quote:569	「可以刷這張信用晶片嗎？」
quote:570	「要不要拿這個很酷的計時器跟你換？」
quote:571	「要不要拿這個很酷的
quote:572	計時器跟你換？」
quote:573	「這副望遠鏡你要不要？」
quote:574	「錢？啊……那我先閃了。」
quote:575	「謝啦。」
quote:576	「麻煩給我一小杯威士忌。」
quote:577	「來一杯你們家最頂級的穀物烈酒，加冰塊。
quote:578	「算了，我現在好像沒那麼想喝了。」
quote:580	「有人說這酒很烈——」
quote:581	「所以千萬小心。」
quote:582	「那要收你14.75信用點。」
quote:583	「晶片還你。」
quote:584	「喂！酒保！」
quote:585	「來一杯如何？」
quote:586	「答得好。」
quote:587	「要不要先坐下？」
quote:588	「我說了，坐下！」
quote:589	「抱歉，我得先扣住你的晶片。」
quote:590	「噁！這張椅子上怎麼黏黏的！」
quote:591	「唉唷！」
quote:592	「糟了。」
quote:593	「嘿，你看！」
quote:594	加入一滴外星酒。
quote:595	加入一滴卵磷脂。
quote:596	加入一滴福馬林。
quote:597	加入一滴貝托克斯。
quote:598	加入少許外星酒。
quote:599	加入少許卵磷脂。
quote:600	加入少許福馬林。
quote:601	加入少許貝托克斯。
quote:602	加入一潑外星酒。
quote:603	加入一潑卵磷脂。
quote:604	加入一潑福馬林。
quote:605	加入一潑貝托克斯。
quote:606	加入一大坨外星酒。
quote:607	加入一大坨卵磷脂。
quote:608	加入一大坨福馬林。
quote:609	加入一大坨貝托克斯。
quote:610	算了。
quote:611	「……還有一大坨外星酒……」
quote:612	「……還有一大坨福馬林……」
quote:613	「……還有一大坨卵磷脂……」
quote:614	「……還有一大坨貝托克斯……」
quote:615	「……還有少許外星酒……」
quote:616	「……還有少許福馬林……」
quote:617	「……還有少許卵磷脂……」
quote:618	「……還有少許貝托克斯……」
quote:619	「……還有一潑外星酒……」
quote:620	「……還有一潑福馬林……」
quote:621	「……還有一潑卵磷脂……」
quote:622	「……還有一潑貝托克斯……」
quote:623	「……還有一滴外星酒……」
quote:624	「……還有一滴福馬林……」
quote:625	「……還有一滴卵磷脂……」
quote:626	「……還有一滴貝托克斯……」
quote:627	「來看看這個有什麼效果。」
quote:629	「噁。」
quote:630	「噁。看來這招騙不了它。」
quote:631	「看來這招沒騙成。」
quote:632	「麻煩上樓。」
quote:633	「你這隻髒老鼠……滾出去！」
quote:634	「嘿，賀曼！」
quote:635	「嘿，你！」
quote:636	「嘿，老兄！」
quote:637	「哈囉。」
quote:638	「而我啊……終於做到了……」
quote:639	「我的——————」
quote:640	「路啊——————！」
quote:641	「我能為你
quote:642	做點什麼？」
quote:643	「什麼事啊，
quote:644	年輕人？」
quote:645	「別煩我。」
quote:646	「別傷害我。」
quote:647	「你是誰？」
quote:648	「你在這裡幹嘛？」
quote:649	「這裡怎麼都沒有女人？」
quote:650	「女人不能直接用那台錯體機就好了嗎？」
quote:651	「戰爭？你在說哪場戰爭？」
quote:652	「所以是女人贏了？她們是怎麼辦到的？」
quote:653	這座城市跟這一切有什麼關係？
quote:654	你知道什麼稀世花瓶的事嗎？
quote:655	那你在這裡都幹嘛？
quote:656	你都怎麼到處跑？這裡到處都鎖死了。
quote:657	那張識別證可以借我一下嗎？
quote:658	我幫你找找電池吧。
quote:659	算了吧，老兄。電池自己找去。
quote:660	來，這些電池給你。
quote:661	總督的收藏放在哪？
quote:662	回頭見。
quote:664	賀曼‧潑奶……
quote:665	你又是誰？
quote:666	我啊，是在
quote:667	躲那些兇女人。
quote:668	我是雷克斯‧尼布勒，老天賞給全銀河的禮物！
quote:669	我是雷克斯‧尼布勒，太空冒險家兼型男一枚。
quote:670	我是雷克斯‧尼布勒，在這裡船難落難。
quote:671	算了——很高興認識你。
quote:672	你肯定是個真男人。女人
quote:673	才不可能這麼臭屁。
quote:674	太空冒險家喔？那你不是
quote:675	這裡的人。太好了，我還以為你
quote:676	是那些怪女人的其中一個咧。
quote:677	船難喔？那你終究不是
quote:678	那些瘋女人的一員嘛。
quote:679	嗯啊，彼此彼此。
quote:680	這裡還留著不少
quote:681	當年大戰留下的防女保全系統，
quote:682	女人在這座城裡不安全。
quote:683	她們幾乎不會用那玩意兒
quote:684	跑進來這裡。她們有多討厭當男人，
quote:685	寧可放棄整座城市不進來，
quote:686	也不肯當男人——哪怕只當幾個小時。
quote:687	我說的是性別大戰。
quote:688	差不多一百年前，這星球上的
quote:689	兩性打了起來，慘不忍睹。
quote:690	戰爭結束時我還只是個毛頭小子。
quote:691	男人忙著鑽研物理科學的時候，
quote:692	女人則搞起了生物那一套，研發出
quote:693	一種能殺光全星球男人的病毒，
quote:694	而且真的成功了。當然，這也順便讓女人
quote:695	沒辦法再生出男孩。
quote:696	現在她們真的得靠那台
quote:697	錯體機才能延續種族。
quote:698	這裡是猛男城，男人的城市，
quote:699	是在開戰幾年後蓋起來的，
quote:700	當作非戰鬥男性的避難所。
quote:701	當然，到頭來也沒撐住多久。
quote:702	花瓶？要是真的珍稀，那大概
quote:703	是比爾‧大尾魚藝術收藏的一部分。
quote:704	他是我們戰敗那時的總督。
quote:705	聽說他的藝術收藏還挺不錯的。
quote:706	我以前常常到處走走，聽著
quote:707	音樂消磨一整天，可是我的聒噪隨身聽
quote:708	已經一兩個月沒法用了。這座城裡
quote:709	找得到的電池全被我用光了。
quote:710	我好想念我的音樂……好想。
quote:711	這座城裡以前每個人
quote:712	都有張識別證，靠它到處通行。
quote:713	我搞丟了原本那張，只好自己
quote:714	弄了一張。做得是不怎麼樣，但堪用。
quote:715	這樣吧，只要你能幫我
quote:716	找到幾顆電池，這張識別證
quote:717	就給你，拿去裝我這台聒噪隨身聽。
quote:718	太好了。我現在走起路來
quote:719	已經不像以前那麼輕鬆，在這城裡
quote:720	走來走去，最近實在累人。
quote:721	好啊，那你自己
quote:722	想辦法弄識別證吧。
quote:723	哇，太謝謝你了！我終於有音樂聽了！我要
quote:724	傳送回我在林子裡的另一個家，
quote:725	去呼吸點新鮮空氣。這是我答應
quote:726	給你的假證，做得不算頂好，
quote:727	但在這一帶還挺管用的。音樂！讚啦！
quote:728	謝了。等等！我這台
quote:729	聒噪隨身聽要吃四顆電池，你才給我
quote:730	兩顆。拿回去，
quote:731	再多找幾顆來。才兩顆，哼！
quote:732	太好了。等等，這裡面
quote:733	有幾顆是沒電的。拿去，
quote:734	全部拿回去，自己挑出哪些是壞的。
quote:735	我要四顆有電的電池
quote:736	才能聽音樂！沒電的電池，哼！
quote:737	總督以前住在城裡
quote:738	最高的那棟大樓，他的頂樓套房
quote:739	是唯一探出城牆邊緣的東西。我看
quote:740	你現在也去不了了——那一區
quote:741	早就塌光了。可惜你不會飛。
quote:742	好，回頭見。
quote:743	回頭見。
quote:744	咕嚕。
quote:745	汩。
quote:746	咕嘟嚕。
quote:747	咕。
quote:748	哼，你才咕嚕啦！
quote:749	哼，你才汩啦！
quote:750	哼，你才咕嘟嚕啦！
quote:751	哼，你才咕啦！
quote:752	哎唷，你舌頭真大啊！
quote:753	討厭，鎖住了。
quote:754	哇！
quote:755	登楞！
quote:756	嗯，這樣放船下水還真簡單。
quote:757	嗯……船一放下去，就回不去了！
quote:758	喂，臭狗！自己去玩！
quote:759	看看那滿嘴利牙！
quote:760	掰囉，笨蛋！
quote:761	汪！
quote:762	哎呦呦呦——！
quote:763	汪汪！
quote:764	夭壽壽壽壽……痛啊！
quote:765	去撿啦，你這討厭鬼！
quote:766	閃邊去，來福！
quote:767	該死的臭狗！
quote:768	喂，臭狗！接招！
quote:769	開飯啦，狗狗！
quote:770	要被輾扁囉！
quote:771	唔汪！
quote:772	手腳真快嘛，臭狗？
quote:773	鑰匙……門……門……鑰匙！！！
quote:774	來試試看吧！
quote:775	不知道有沒有限制級錄影帶？！
quote:776	嗯……來看看這地方吧。
quote:777	可惡！鎖住了！
quote:778	唉唷，我這腰大概閃到了！
quote:779	呼，總算搞定了！
quote:780	那下面還真深啊！
quote:781	電梯等一下我！
quote:782	這視野還真是壯觀！
quote:783	各位鄉親……看我幹了什麼好事！
quote:784	「要下去嘍！」
quote:785	把瓶子裝到四分之一滿。
quote:786	把瓶子裝到一半滿。
quote:787	把瓶子裝到四分之三滿。
quote:788	把瓶子裝滿到瓶口。
quote:789	算了。
quote:790	「我還是先進去比較好。」
quote:791	「我閃人啦！」
quote:792	「有夠——好玩的啦！」
quote:793	「你看看……」
quote:794	「有裂縫！」
quote:795	「才怪！」
quote:796	「哈！哈！哈！」
quote:797	「有顆眼珠！」
quote:798	「噁心！」
quote:799	「哪有可能！」
quote:800	「臭到爆！」
quote:801	「那是什麼？」
quote:802	「噁！還在滲耶！」
quote:803	「我才不要那個蠢東西。」
quote:804	「幫我帶點『電池』來！」
txr:CREDITS.TXR.5	製作與設計
txr:CREDITS.TXR.6	MATT GRUSON
txr:CREDITS.TXR.8	執行製作人
txr:CREDITS.TXR.9	TED MARKLEY
txr:CREDITS.TXR.11	首席程式設計與技術總監
txr:CREDITS.TXR.12	BRIAN REYNOLDS
txr:CREDITS.TXR.14	美術指導
txr:CREDITS.TXR.15	KENN NISHIUYE
txr:CREDITS.TXR.17	音樂
txr:CREDITS.TXR.18	JEFFERY L. BRIGGS
txr:CREDITS.TXR.23	設計團隊
txr:CREDITS.TXR.25	遊戲設計 @ MATT GRUSON
txr:CREDITS.TXR.26	\t    @ JEFF CHARLEBOIS
txr:CREDITS.TXR.27	\t    @ TED MARKLEY
txr:CREDITS.TXR.29	雷克斯船長日誌文字 @ STEVE MERETZKY
txr:CREDITS.TXR.31	說明手冊文字 @ DOUG KAUFMAN
txr:CREDITS.TXR.33	遊戲文字 @ JEFF CHARLEBOIS
txr:CREDITS.TXR.34	\t  @ MATT GRUSON
txr:CREDITS.TXR.35	\t  @ BRIAN REYNOLDS
txr:CREDITS.TXR.40	美術團隊
txr:CREDITS.TXR.42	美術指導 @ KENN NISHIUYE
txr:CREDITS.TXR.44	繪圖 @ MIKE GIBSON（首席）
txr:CREDITS.TXR.45	\t @ NICHOLAS RUSKO-BERGER
txr:CREDITS.TXR.46	\t @ KENN NISHIUYE
txr:CREDITS.TXR.48	動畫 @ FRANK FRAZIER（首席）
txr:CREDITS.TXR.49	\t  @ CHARLES SHENTON
txr:CREDITS.TXR.50	\t  @ KEN RACE
txr:CREDITS.TXR.51	\t  @ CINDY LANG-BACHUR
txr:CREDITS.TXR.52	\t  @ KEVIN BOEHM
txr:CREDITS.TXR.53	\t  @ ANNE-MARIE COX
txr:CREDITS.TXR.54	\t  @ JACKIE ROSS
txr:CREDITS.TXR.55	\t  @ PATRICK DOWNEY
txr:CREDITS.TXR.56	\t  @ KENN（又是他）
txr:CREDITS.TXR.58	3-D 動畫 @ MATT GRUSON
txr:CREDITS.TXR.59	\t      @ ANDY LAKEN
txr:CREDITS.TXR.61	3-D 模型 @ FRANK VIVIRITO
txr:CREDITS.TXR.62	\t   @ ANDY LAKEN
txr:CREDITS.TXR.63	\t   @ GINNY SCHMIDT
txr:CREDITS.TXR.64	\t   @ MAX REMINGTON
txr:CREDITS.TXR.66	首席轉描工程師
txr:CREDITS.TXR.67	CHARLES SHENTON
txr:CREDITS.TXR.69	轉描與影像處理工具
txr:CREDITS.TXR.70	MATT GRUSON
txr:CREDITS.TXR.72	轉描建模 @ DREW WILLIAMS
txr:CREDITS.TXR.73	\t\t   @ BONNIE SHEEKS
txr:CREDITS.TXR.74	\t\t   @ CLAIRE BAGBY
txr:CREDITS.TXR.75	\t\t   @ CINDY LANG-BACHUR
txr:CREDITS.TXR.76	\t\t   @ GINNY SCHMIDT
txr:CREDITS.TXR.77	\t\t   @ FRANK FRAZIER
txr:CREDITS.TXR.78	\t\t   @ SARAH FRAZIER
txr:CREDITS.TXR.79	\t\t   @ NICHOLAS RUSKO-BERGER
txr:CREDITS.TXR.80	\t\t   @ IRIS IDOKOGI
txr:CREDITS.TXR.81	\t\t   @ ANNE-MARIE COX
txr:CREDITS.TXR.82	\t\t   @ MIKE GIBSON
txr:CREDITS.TXR.84	尼布勒先生的助理
txr:CREDITS.TXR.85	MURRAY TAYLOR
txr:CREDITS.TXR.87	尼布勒小姐的助理
txr:CREDITS.TXR.88	VICKI FORD
txr:CREDITS.TXR.90	尼布勒先生的特技替身
txr:CREDITS.TXR.91	KEN RACE
txr:CREDITS.TXR.93	史東上校的特技替身
txr:CREDITS.TXR.94	JOE HELLESEN
txr:CREDITS.TXR.96	介面動畫腳本
txr:CREDITS.TXR.97	MIKE GIBSON
txr:CREDITS.TXR.98	NICHOLAS RUSKO-BERGER
txr:CREDITS.TXR.103	開發團隊
txr:CREDITS.TXR.105	首席程式設計與技術總監
txr:CREDITS.TXR.106	BRIAN REYNOLDS
txr:CREDITS.TXR.108	應用程式設計 @ GINNY SCHMIDT
txr:CREDITS.TXR.109	\t\t\t @ PAUL LAHAISE
txr:CREDITS.TXR.111	MADS 系統設計 @ MATT GRUSON
txr:CREDITS.TXR.112	\t\t   @ BRIAN REYNOLDS
txr:CREDITS.TXR.114	MADS 系統工程
txr:CREDITS.TXR.115	BRIAN REYNOLDS
txr:CREDITS.TXR.117	MicroProse 安裝工具
txr:CREDITS.TXR.118	BRIAN REYNOLDS
txr:CREDITS.TXR.120	煉金術士 @ DAVID McKIBBIN
txr:CREDITS.TXR.122	程式瑣務 @ DETMAR PETERKE
txr:CREDITS.TXR.123	\t\t    @ SCOTT PATTERSON
txr:CREDITS.TXR.125	硬體維護 @ MIKE GOMEZ
txr:CREDITS.TXR.126	\t\t     @ SAL VITALE
txr:CREDITS.TXR.130	音效團隊
txr:CREDITS.TXR.132	音效部門管理
txr:CREDITS.TXR.133	KEN LAGACE
txr:CREDITS.TXR.135	音樂作曲
txr:CREDITS.TXR.136	JEFFERY L. BRIGGS
txr:CREDITS.TXR.138	音效程式設計 @ KEN LAGACE
txr:CREDITS.TXR.139	\t\t  @ JIM McCONKEY
txr:CREDITS.TXR.140	\t\t  @ ROLAND RIZZO
txr:CREDITS.TXR.141	\t\t  @ SCOTT PATTERSON
txr:CREDITS.TXR.143	擬音剪輯 @ JIM McCONKEY
txr:CREDITS.TXR.145	配音剪輯 @ SCOTT PATTERSON
txr:CREDITS.TXR.147	配音演出 @ GREG KEMPER
txr:CREDITS.TXR.148	\t     @ PAUL ELLIS
txr:CREDITS.TXR.149	\t     @ SHANNON HEPBURN
txr:CREDITS.TXR.151	驚聲尖叫 @ BRIAN and MATT
txr:CREDITS.TXR.156	品質保證團隊
txr:CREDITS.TXR.158	品保管理 @ AL ROIREAU
txr:CREDITS.TXR.159	\t\t@ MICHAEL CRAIGHEAD
txr:CREDITS.TXR.161	首席測試員 @ FRANK BROWN
txr:CREDITS.TXR.163	遊戲測試 @ BILL BURTON
txr:CREDITS.TXR.164	\t    @ ANDY MAZUREK
txr:CREDITS.TXR.165	\t    @ DAVE ELLIS
txr:CREDITS.TXR.166	\t    @ MIKE CORCORAN
txr:CREDITS.TXR.167	\t    @ MIKE REA
txr:CREDITS.TXR.168	\t    @ MICHAEL CRAIGHEAD
txr:CREDITS.TXR.169	\t    @ AL ROIREAU
txr:CREDITS.TXR.170	\t    @ DAVE OSBORN
txr:CREDITS.TXR.171	\t    @ HARRY TEASLEY
txr:CREDITS.TXR.172	\t    @ TED MARKLEY
txr:CREDITS.TXR.173	\t    @ VAUGHN THOMAS
txr:CREDITS.TXR.174	\t    @ SALLY STALCUP
txr:CREDITS.TXR.175	\t    @ MICHELE ROIREAU
txr:CREDITS.TXR.176	\t    @ DIETZEL BROWN
txr:CREDITS.TXR.181	行銷團隊
txr:CREDITS.TXR.183	《錯體奇航》專案經理
txr:CREDITS.TXR.184	MONIQUE CARON
txr:CREDITS.TXR.186	行銷皇帝
txr:CREDITS.TXR.187	GERRY BLAIR
txr:CREDITS.TXR.189	行銷總監
txr:CREDITS.TXR.190	DEBBIE CHEEK
txr:CREDITS.TXR.192	行銷服務總監
txr:CREDITS.TXR.193	MARY HERRON
txr:CREDITS.TXR.195	行銷服務協調員
txr:CREDITS.TXR.196	BRENDA BLOOMFIELD
txr:CREDITS.TXR.198	美術指導 @ JOHN EMORY
txr:CREDITS.TXR.200	包裝封面美術 @ ERIC OLSON
txr:CREDITS.TXR.202	包裝設計 @ JOHN EMORY
txr:CREDITS.TXR.203	\t       @ MOSHE MILICH
txr:CREDITS.TXR.205	廣告刊登 @ LINDSAY RIEHL
txr:CREDITS.TXR.207	直效郵件企劃 @ LINDSAY RIEHL
txr:CREDITS.TXR.208	\t\t     @ ED KELLY
txr:CREDITS.TXR.210	包裝與廣告文案
txr:CREDITS.TXR.211	KEN HOHMAN
txr:CREDITS.TXR.213	廣告設計 @ FINLEY WEATHERFORD
txr:CREDITS.TXR.215	媒體報導 @ GARY ALMES
txr:CREDITS.TXR.217	800 專線銷售 @ KAREN REITER
txr:CREDITS.TXR.218	\t  @ TERI HAYWARD
txr:CREDITS.TXR.220	雷克斯船長日誌與說明手冊設計
txr:CREDITS.TXR.221	IRIS IDOKOGI
txr:CREDITS.TXR.222	JOE MOREL
txr:CREDITS.TXR.224	雷克斯船長日誌插圖 @ MARK GLIDDEN
txr:CREDITS.TXR.226	公共關係 @ KATHY GILMORE
txr:CREDITS.TXR.231	製作本遊戲期間，沒有任何動物
txr:CREDITS.TXR.232	受傷、致殘、被壓扁、被凌虐、
txr:CREDITS.TXR.233	被丟進垃圾絞碎機、被拿去
txr:CREDITS.TXR.234	測試壓縮機，或以其他方式弄傷。真的。
txr:CREDITS.TXR.236	（CC）為音效卡故障的玩家提供字幕。
txr:ENDING1.TXR.7	尾聲
txr:ENDING1.TXR.8	「暴斃收場」
txr:ENDING1.TXR.10	你一把扳下節流閥，
txr:ENDING1.TXR.11	帶著剛打贏的得意衝進太空，
txr:ENDING1.TXR.12	沒想到
txr:ENDING1.TXR.13	卡爾格少校還埋伏在外頭
txr:ENDING1.TXR.14	等你，這次她一砲精準命中，
txr:ENDING1.TXR.15	正中要害。
txr:ENDING1.TXR.17	真可惜，你一直找不到
txr:ENDING1.TXR.18	能塞進護盾調變器插槽的替換卡。
txr:ENDING1.TXR.20	劇終。
txr:ENDING1.TXR.27	蠢蛋。
txr:ENDING1.TXR.40	[color1=0,45,45]製作與設計
txr:ENDING1.TXR.41	MATT GRUSON
txr:ENDING1.TXR.43	執行製作人
txr:ENDING1.TXR.44	TED MARKLEY
txr:ENDING1.TXR.46	首席程式設計與技術總監
txr:ENDING1.TXR.47	BRIAN REYNOLDS
txr:ENDING1.TXR.49	美術指導
txr:ENDING1.TXR.50	KENN NISHIUYE
txr:ENDING1.TXR.52	音樂
txr:ENDING1.TXR.53	JEFFERY L. BRIGGS
txr:ENDING1.TXR.58	設計團隊
txr:ENDING1.TXR.60	遊戲設計 @ MATT GRUSON
txr:ENDING1.TXR.61	\t    @ JEFF CHARLEBOIS
txr:ENDING1.TXR.62	\t    @ TED MARKLEY
txr:ENDING1.TXR.64	雷克斯船長日誌文字 @ STEVE MERETZKY
txr:ENDING1.TXR.66	說明手冊文字 @ DOUG KAUFMAN
txr:ENDING1.TXR.68	遊戲文字 @ JEFF CHARLEBOIS
